,rno,name,gender,courses,marks1,marks2
28900,28901,Student28901,F,MTECH,82,38
28901,28902,Student28902,M,BBA,39,100
28902,28903,Student28903,F,BTECH,17,100
28903,28904,Student28904,F,MBA,48,45
28904,28905,Student28905,F,MTECH,71,0
28905,28906,Student28906,M,MTECH,53,96
28906,28907,Student28907,M,MBA,72,71
28907,28908,Student28908,F,BTECH,91,81
28908,28909,Student28909,F,BBA,80,29
28909,28910,Student28910,F,MTECH,10,73
28910,28911,Student28911,F,MTECH,95,42
28911,28912,Student28912,M,BBA,55,11
28912,28913,Student28913,F,MTECH,6,69
28913,28914,Student28914,F,BTECH,44,16
28914,28915,Student28915,F,BTECH,92,39
28915,28916,Student28916,F,BBA,46,93
28916,28917,Student28917,F,MTECH,28,88
28917,28918,Student28918,F,MBA,3,26
28918,28919,Student28919,F,MBA,30,75
28919,28920,Student28920,F,BTECH,36,46
28920,28921,Student28921,M,MBA,12,11
28921,28922,Student28922,F,BTECH,28,15
28922,28923,Student28923,M,BTECH,81,46
28923,28924,Student28924,M,BTECH,85,8
28924,28925,Student28925,F,BTECH,21,6
28925,28926,Student28926,M,MBA,37,93
28926,28927,Student28927,M,BTECH,10,14
28927,28928,Student28928,F,MTECH,1,47
28928,28929,Student28929,M,MTECH,60,86
28929,28930,Student28930,F,BTECH,30,5
28930,28931,Student28931,F,MTECH,49,80
28931,28932,Student28932,F,BBA,16,61
28932,28933,Student28933,M,MBA,19,44
28933,28934,Student28934,M,MBA,64,16
28934,28935,Student28935,F,BTECH,76,54
28935,28936,Student28936,M,MTECH,28,78
28936,28937,Student28937,M,BBA,14,66
28937,28938,Student28938,F,MTECH,41,37
28938,28939,Student28939,F,BTECH,47,31
28939,28940,Student28940,F,BBA,76,33
28940,28941,Student28941,M,BTECH,27,81
28941,28942,Student28942,M,BBA,15,34
28942,28943,Student28943,M,MBA,40,8
28943,28944,Student28944,F,BBA,22,27
28944,28945,Student28945,M,MTECH,62,31
28945,28946,Student28946,F,BBA,98,15
28946,28947,Student28947,M,MBA,37,97
28947,28948,Student28948,F,BBA,51,41
28948,28949,Student28949,F,MTECH,82,33
28949,28950,Student28950,M,MTECH,4,84
28950,28951,Student28951,M,MBA,80,49
28951,28952,Student28952,M,MTECH,2,39
28952,28953,Student28953,M,MBA,30,87
28953,28954,Student28954,F,MBA,88,22
28954,28955,Student28955,M,BTECH,34,41
28955,28956,Student28956,F,BBA,67,30
28956,28957,Student28957,F,MTECH,91,28
28957,28958,Student28958,M,BBA,18,44
28958,28959,Student28959,M,MBA,0,99
28959,28960,Student28960,F,MTECH,39,64
28960,28961,Student28961,F,BBA,52,75
28961,28962,Student28962,F,MBA,82,44
28962,28963,Student28963,F,MTECH,96,49
28963,28964,Student28964,F,MBA,14,46
28964,28965,Student28965,F,BBA,32,87
28965,28966,Student28966,F,BTECH,0,61
28966,28967,Student28967,M,BTECH,3,50
28967,28968,Student28968,M,BBA,68,97
28968,28969,Student28969,F,BBA,20,52
28969,28970,Student28970,F,BBA,27,34
28970,28971,Student28971,F,BBA,70,77
28971,28972,Student28972,M,BTECH,21,59
28972,28973,Student28973,M,BBA,68,65
28973,28974,Student28974,F,BBA,71,3
28974,28975,Student28975,F,BTECH,54,50
28975,28976,Student28976,M,BBA,42,79
28976,28977,Student28977,F,BBA,76,21
28977,28978,Student28978,F,MTECH,36,55
28978,28979,Student28979,M,MBA,95,51
28979,28980,Student28980,M,MTECH,24,4
28980,28981,Student28981,M,MBA,97,37
28981,28982,Student28982,M,BBA,82,49
28982,28983,Student28983,M,MBA,63,39
28983,28984,Student28984,F,BBA,72,85
28984,28985,Student28985,F,MTECH,1,2
28985,28986,Student28986,M,MBA,33,35
28986,28987,Student28987,M,BBA,99,51
28987,28988,Student28988,F,MBA,17,95
28988,28989,Student28989,F,MTECH,100,38
28989,28990,Student28990,M,MBA,42,97
28990,28991,Student28991,M,BBA,47,65
28991,28992,Student28992,M,MTECH,71,46
28992,28993,Student28993,F,MTECH,51,60
28993,28994,Student28994,M,MTECH,20,27
28994,28995,Student28995,F,BTECH,38,19
28995,28996,Student28996,F,MBA,10,90
28996,28997,Student28997,F,BTECH,96,67
28997,28998,Student28998,F,BTECH,12,14
28998,28999,Student28999,M,BBA,78,52
28999,29000,Student29000,F,BBA,39,13
29000,29001,Student29001,M,BBA,100,34
29001,29002,Student29002,M,BTECH,2,26
29002,29003,Student29003,M,MTECH,45,65
29003,29004,Student29004,M,MBA,92,41
29004,29005,Student29005,F,BTECH,5,67
29005,29006,Student29006,F,BTECH,68,84
29006,29007,Student29007,F,MBA,79,96
29007,29008,Student29008,M,BTECH,67,32
29008,29009,Student29009,M,BBA,63,88
29009,29010,Student29010,F,MTECH,30,62
29010,29011,Student29011,F,BTECH,50,90
29011,29012,Student29012,F,BBA,86,3
29012,29013,Student29013,F,MTECH,47,72
29013,29014,Student29014,F,MTECH,73,2
29014,29015,Student29015,F,BTECH,100,6
29015,29016,Student29016,F,BTECH,78,80
29016,29017,Student29017,M,BBA,74,3
29017,29018,Student29018,M,BBA,86,59
29018,29019,Student29019,M,BBA,43,74
29019,29020,Student29020,M,BTECH,57,39
29020,29021,Student29021,M,MTECH,44,71
29021,29022,Student29022,F,BTECH,25,24
29022,29023,Student29023,F,MBA,91,7
29023,29024,Student29024,F,BTECH,39,99
29024,29025,Student29025,M,MTECH,94,55
29025,29026,Student29026,M,BBA,5,38
29026,29027,Student29027,F,MTECH,53,72
29027,29028,Student29028,M,MBA,94,9
29028,29029,Student29029,M,BTECH,72,40
29029,29030,Student29030,M,BBA,78,91
29030,29031,Student29031,M,MBA,35,22
29031,29032,Student29032,F,MBA,100,67
29032,29033,Student29033,M,BBA,60,60
29033,29034,Student29034,F,BTECH,50,29
29034,29035,Student29035,M,MTECH,19,16
29035,29036,Student29036,M,BBA,98,7
29036,29037,Student29037,F,BBA,95,95
29037,29038,Student29038,F,MTECH,56,48
29038,29039,Student29039,F,MTECH,18,91
29039,29040,Student29040,F,MBA,7,6
29040,29041,Student29041,M,BBA,16,84
29041,29042,Student29042,M,MTECH,98,62
29042,29043,Student29043,F,MBA,36,64
29043,29044,Student29044,M,MTECH,11,70
29044,29045,Student29045,M,MBA,27,51
29045,29046,Student29046,M,MTECH,46,73
29046,29047,Student29047,M,MTECH,45,48
29047,29048,Student29048,F,BTECH,46,46
29048,29049,Student29049,M,BBA,26,3
29049,29050,Student29050,F,MTECH,62,11
29050,29051,Student29051,F,MTECH,71,68
29051,29052,Student29052,F,BBA,6,97
29052,29053,Student29053,M,BTECH,89,81
29053,29054,Student29054,M,MTECH,3,37
29054,29055,Student29055,F,MTECH,92,99
29055,29056,Student29056,M,BBA,40,68
29056,29057,Student29057,M,BBA,13,98
29057,29058,Student29058,F,MBA,56,78
29058,29059,Student29059,M,MTECH,43,86
29059,29060,Student29060,F,BBA,57,92
29060,29061,Student29061,M,MTECH,67,90
29061,29062,Student29062,M,MTECH,90,48
29062,29063,Student29063,F,BBA,10,36
29063,29064,Student29064,F,BBA,30,32
29064,29065,Student29065,F,MTECH,99,29
29065,29066,Student29066,M,BBA,93,0
29066,29067,Student29067,M,MBA,77,82
29067,29068,Student29068,M,MTECH,36,45
29068,29069,Student29069,M,MTECH,66,22
29069,29070,Student29070,F,BBA,48,51
29070,29071,Student29071,M,BTECH,99,64
29071,29072,Student29072,F,MBA,49,35
29072,29073,Student29073,F,MTECH,24,52
29073,29074,Student29074,F,MTECH,23,1
29074,29075,Student29075,M,MBA,12,66
29075,29076,Student29076,M,MBA,5,23
29076,29077,Student29077,M,MBA,4,66
29077,29078,Student29078,M,BBA,17,47
29078,29079,Student29079,F,BTECH,65,82
29079,29080,Student29080,M,BTECH,49,74
29080,29081,Student29081,M,MTECH,63,61
29081,29082,Student29082,F,BTECH,87,72
29082,29083,Student29083,F,BBA,39,57
29083,29084,Student29084,F,BBA,64,52
29084,29085,Student29085,M,BBA,20,13
29085,29086,Student29086,F,BBA,75,7
29086,29087,Student29087,M,BBA,61,74
29087,29088,Student29088,M,BTECH,1,15
29088,29089,Student29089,M,MTECH,70,41
29089,29090,Student29090,F,BBA,78,29
29090,29091,Student29091,F,MBA,76,0
29091,29092,Student29092,F,BBA,36,100
29092,29093,Student29093,M,BTECH,83,35
29093,29094,Student29094,F,MTECH,26,42
29094,29095,Student29095,M,BBA,49,7
29095,29096,Student29096,M,BBA,69,85
29096,29097,Student29097,F,BBA,52,69
29097,29098,Student29098,M,MTECH,66,10
29098,29099,Student29099,F,BTECH,14,38
29099,29100,Student29100,F,BTECH,79,28
29100,29101,Student29101,F,MTECH,28,59
29101,29102,Student29102,M,MTECH,83,26
29102,29103,Student29103,F,BTECH,6,100
29103,29104,Student29104,F,BTECH,96,80
29104,29105,Student29105,F,MTECH,36,81
29105,29106,Student29106,M,BTECH,67,52
29106,29107,Student29107,M,BBA,31,76
29107,29108,Student29108,M,MBA,45,71
29108,29109,Student29109,F,MBA,50,47
29109,29110,Student29110,M,MTECH,41,81
29110,29111,Student29111,F,MBA,93,75
29111,29112,Student29112,M,BBA,92,39
29112,29113,Student29113,M,MTECH,17,60
29113,29114,Student29114,M,MTECH,43,48
29114,29115,Student29115,F,BBA,16,26
29115,29116,Student29116,M,BBA,76,68
29116,29117,Student29117,M,BBA,66,62
29117,29118,Student29118,M,MTECH,8,67
29118,29119,Student29119,F,BBA,87,72
29119,29120,Student29120,F,BBA,27,43
29120,29121,Student29121,F,MBA,72,21
29121,29122,Student29122,F,MBA,99,25
29122,29123,Student29123,F,BTECH,66,77
29123,29124,Student29124,F,BBA,87,25
29124,29125,Student29125,M,BTECH,41,76
29125,29126,Student29126,F,BBA,18,25
29126,29127,Student29127,F,MTECH,28,88
29127,29128,Student29128,M,MTECH,30,65
29128,29129,Student29129,M,BTECH,67,21
29129,29130,Student29130,M,MTECH,75,69
29130,29131,Student29131,M,MBA,27,42
29131,29132,Student29132,F,MBA,91,27
29132,29133,Student29133,F,BBA,25,81
29133,29134,Student29134,M,BBA,17,34
29134,29135,Student29135,M,MBA,36,11
29135,29136,Student29136,F,BTECH,58,22
29136,29137,Student29137,M,MBA,46,8
29137,29138,Student29138,M,MTECH,66,55
29138,29139,Student29139,M,BTECH,71,27
29139,29140,Student29140,F,MTECH,70,63
29140,29141,Student29141,M,BTECH,69,85
29141,29142,Student29142,F,MBA,21,85
29142,29143,Student29143,F,BTECH,22,82
29143,29144,Student29144,M,MBA,12,9
29144,29145,Student29145,F,BBA,76,78
29145,29146,Student29146,F,MTECH,36,24
29146,29147,Student29147,M,BTECH,21,73
29147,29148,Student29148,M,MBA,17,1
29148,29149,Student29149,M,MTECH,5,43
29149,29150,Student29150,M,BTECH,70,80
29150,29151,Student29151,F,MTECH,39,4
29151,29152,Student29152,F,MBA,53,11
29152,29153,Student29153,M,BBA,72,88
29153,29154,Student29154,M,BTECH,57,49
29154,29155,Student29155,F,MBA,66,19
29155,29156,Student29156,F,MBA,14,90
29156,29157,Student29157,F,MBA,0,84
29157,29158,Student29158,M,MBA,13,83
29158,29159,Student29159,M,MBA,98,13
29159,29160,Student29160,F,MTECH,19,100
29160,29161,Student29161,F,BBA,40,57
29161,29162,Student29162,M,MBA,66,78
29162,29163,Student29163,M,BTECH,26,78
29163,29164,Student29164,F,BTECH,28,7
29164,29165,Student29165,M,MTECH,45,90
29165,29166,Student29166,M,BTECH,1,7
29166,29167,Student29167,F,MBA,44,75
29167,29168,Student29168,F,MBA,0,15
29168,29169,Student29169,M,MBA,52,60
29169,29170,Student29170,F,MBA,67,10
29170,29171,Student29171,M,MBA,94,83
29171,29172,Student29172,M,BBA,51,40
29172,29173,Student29173,M,MTECH,74,50
29173,29174,Student29174,M,MBA,26,82
29174,29175,Student29175,M,MBA,16,41
29175,29176,Student29176,F,MTECH,30,37
29176,29177,Student29177,F,BBA,7,37
29177,29178,Student29178,M,BBA,88,92
29178,29179,Student29179,M,MTECH,94,49
29179,29180,Student29180,F,MBA,10,9
29180,29181,Student29181,M,MBA,34,4
29181,29182,Student29182,F,BBA,53,1
29182,29183,Student29183,F,MTECH,49,51
29183,29184,Student29184,F,BBA,55,98
29184,29185,Student29185,F,BTECH,20,82
29185,29186,Student29186,M,MBA,39,23
29186,29187,Student29187,M,BBA,20,86
29187,29188,Student29188,M,BTECH,66,63
29188,29189,Student29189,M,MBA,10,30
29189,29190,Student29190,M,BBA,68,46
29190,29191,Student29191,F,BTECH,49,18
29191,29192,Student29192,M,MTECH,50,16
29192,29193,Student29193,M,BTECH,54,24
29193,29194,Student29194,M,BBA,1,91
29194,29195,Student29195,F,BBA,51,54
29195,29196,Student29196,M,MTECH,63,21
29196,29197,Student29197,F,MBA,8,92
29197,29198,Student29198,F,MBA,43,95
29198,29199,Student29199,F,BBA,10,55
29199,29200,Student29200,M,MTECH,15,28
29200,29201,Student29201,F,BTECH,70,72
29201,29202,Student29202,M,BTECH,6,74
29202,29203,Student29203,M,MTECH,89,94
29203,29204,Student29204,M,MTECH,53,0
29204,29205,Student29205,F,MBA,97,73
29205,29206,Student29206,F,BTECH,45,13
29206,29207,Student29207,F,BBA,33,46
29207,29208,Student29208,F,BTECH,46,53
29208,29209,Student29209,F,BTECH,51,44
29209,29210,Student29210,M,MBA,27,45
29210,29211,Student29211,F,BTECH,46,81
29211,29212,Student29212,F,MTECH,52,78
29212,29213,Student29213,F,BTECH,60,26
29213,29214,Student29214,M,MBA,31,84
29214,29215,Student29215,M,BBA,7,21
29215,29216,Student29216,F,MBA,100,92
29216,29217,Student29217,M,MBA,93,23
29217,29218,Student29218,M,MBA,78,7
29218,29219,Student29219,F,BTECH,36,28
29219,29220,Student29220,F,MBA,88,18
29220,29221,Student29221,M,MBA,58,43
29221,29222,Student29222,M,MTECH,1,74
29222,29223,Student29223,F,BBA,89,86
29223,29224,Student29224,M,BTECH,14,34
29224,29225,Student29225,M,MTECH,91,14
29225,29226,Student29226,F,BBA,2,81
29226,29227,Student29227,M,MTECH,34,18
29227,29228,Student29228,M,BTECH,53,52
29228,29229,Student29229,M,MBA,100,71
29229,29230,Student29230,F,BTECH,23,96
29230,29231,Student29231,F,BBA,64,20
29231,29232,Student29232,M,BTECH,27,15
29232,29233,Student29233,M,BBA,75,71
29233,29234,Student29234,M,MTECH,71,49
29234,29235,Student29235,F,BBA,100,43
29235,29236,Student29236,F,MTECH,25,53
29236,29237,Student29237,M,MTECH,90,13
29237,29238,Student29238,F,MTECH,54,12
29238,29239,Student29239,F,MTECH,42,73
29239,29240,Student29240,F,MTECH,98,75
29240,29241,Student29241,F,BBA,80,90
29241,29242,Student29242,M,BBA,42,78
29242,29243,Student29243,M,BBA,7,66
29243,29244,Student29244,F,MBA,43,9
29244,29245,Student29245,F,BTECH,7,63
29245,29246,Student29246,M,BBA,73,22
29246,29247,Student29247,F,BBA,83,44
29247,29248,Student29248,M,BBA,48,61
29248,29249,Student29249,F,MBA,77,1
29249,29250,Student29250,M,MTECH,1,71
29250,29251,Student29251,F,BTECH,84,26
29251,29252,Student29252,F,MBA,55,82
29252,29253,Student29253,M,MTECH,1,63
29253,29254,Student29254,M,MBA,7,99
29254,29255,Student29255,F,BBA,70,19
29255,29256,Student29256,M,MBA,68,35
29256,29257,Student29257,M,BTECH,95,37
29257,29258,Student29258,F,MTECH,83,19
29258,29259,Student29259,F,MBA,75,56
29259,29260,Student29260,F,MBA,49,8
29260,29261,Student29261,F,MBA,7,10
29261,29262,Student29262,F,MTECH,40,92
29262,29263,Student29263,M,BTECH,12,79
29263,29264,Student29264,F,BTECH,78,94
29264,29265,Student29265,F,BBA,96,98
29265,29266,Student29266,F,MBA,59,100
29266,29267,Student29267,F,MTECH,25,32
29267,29268,Student29268,F,MBA,15,12
29268,29269,Student29269,M,MBA,51,49
29269,29270,Student29270,M,BTECH,47,91
29270,29271,Student29271,M,MTECH,30,24
29271,29272,Student29272,M,BBA,91,31
29272,29273,Student29273,M,MTECH,87,90
29273,29274,Student29274,F,MBA,6,30
29274,29275,Student29275,M,BTECH,23,19
29275,29276,Student29276,F,MTECH,51,77
29276,29277,Student29277,F,BBA,61,23
29277,29278,Student29278,F,MBA,88,74
29278,29279,Student29279,M,MTECH,46,36
29279,29280,Student29280,F,BBA,57,44
29280,29281,Student29281,F,MBA,29,30
29281,29282,Student29282,F,MBA,18,41
29282,29283,Student29283,F,BBA,49,72
29283,29284,Student29284,M,BBA,27,49
29284,29285,Student29285,M,MTECH,44,13
29285,29286,Student29286,M,MBA,91,65
29286,29287,Student29287,F,BTECH,11,71
29287,29288,Student29288,M,MTECH,46,99
29288,29289,Student29289,M,BBA,64,11
29289,29290,Student29290,M,BTECH,60,84
29290,29291,Student29291,F,MBA,90,86
29291,29292,Student29292,M,BTECH,89,67
29292,29293,Student29293,F,MTECH,75,71
29293,29294,Student29294,M,BTECH,99,61
29294,29295,Student29295,M,MBA,2,67
29295,29296,Student29296,F,BTECH,8,60
29296,29297,Student29297,M,MTECH,8,78
29297,29298,Student29298,M,MBA,92,67
29298,29299,Student29299,M,BTECH,44,48
29299,29300,Student29300,M,BBA,69,26
29300,29301,Student29301,F,BTECH,20,93
29301,29302,Student29302,M,MTECH,12,2
29302,29303,Student29303,F,MBA,6,86
29303,29304,Student29304,M,MBA,96,27
29304,29305,Student29305,F,MTECH,69,92
29305,29306,Student29306,M,BTECH,41,66
29306,29307,Student29307,F,BTECH,58,2
29307,29308,Student29308,M,MBA,52,0
29308,29309,Student29309,M,MBA,82,53
29309,29310,Student29310,M,BTECH,17,83
29310,29311,Student29311,M,MTECH,75,37
29311,29312,Student29312,M,BTECH,46,33
29312,29313,Student29313,M,BTECH,83,30
29313,29314,Student29314,F,MBA,51,25
29314,29315,Student29315,F,BTECH,40,9
29315,29316,Student29316,M,BTECH,88,37
29316,29317,Student29317,F,MBA,74,52
29317,29318,Student29318,F,BBA,36,42
29318,29319,Student29319,F,BBA,66,30
29319,29320,Student29320,M,MBA,15,100
29320,29321,Student29321,F,MTECH,5,92
29321,29322,Student29322,F,BBA,55,97
29322,29323,Student29323,M,BBA,51,85
29323,29324,Student29324,M,MBA,17,95
29324,29325,Student29325,F,BTECH,82,61
29325,29326,Student29326,F,MTECH,74,80
29326,29327,Student29327,M,BBA,23,60
29327,29328,Student29328,F,BBA,21,53
29328,29329,Student29329,F,MTECH,78,58
29329,29330,Student29330,M,MTECH,65,35
29330,29331,Student29331,F,BTECH,5,39
29331,29332,Student29332,M,BTECH,17,90
29332,29333,Student29333,F,MTECH,42,8
29333,29334,Student29334,M,BTECH,56,60
29334,29335,Student29335,M,BTECH,63,45
29335,29336,Student29336,M,MBA,59,50
29336,29337,Student29337,M,MBA,99,94
29337,29338,Student29338,M,MTECH,25,48
29338,29339,Student29339,M,BBA,11,73
29339,29340,Student29340,F,MTECH,32,49
29340,29341,Student29341,M,MTECH,94,36
29341,29342,Student29342,M,MTECH,38,56
29342,29343,Student29343,M,MTECH,77,7
29343,29344,Student29344,F,MBA,41,40
29344,29345,Student29345,F,MTECH,28,75
29345,29346,Student29346,M,MTECH,96,74
29346,29347,Student29347,F,BTECH,6,15
29347,29348,Student29348,F,BBA,81,69
29348,29349,Student29349,M,MBA,45,95
29349,29350,Student29350,F,MBA,76,17
29350,29351,Student29351,M,MTECH,26,53
29351,29352,Student29352,M,BTECH,7,61
29352,29353,Student29353,F,MBA,89,56
29353,29354,Student29354,F,MTECH,14,99
29354,29355,Student29355,M,MBA,59,92
29355,29356,Student29356,M,BBA,41,56
29356,29357,Student29357,M,BTECH,89,40
29357,29358,Student29358,M,BBA,19,53
29358,29359,Student29359,M,BBA,36,68
29359,29360,Student29360,F,BBA,50,40
29360,29361,Student29361,F,BBA,28,46
29361,29362,Student29362,M,BTECH,28,56
29362,29363,Student29363,F,MTECH,73,69
29363,29364,Student29364,F,MTECH,49,36
29364,29365,Student29365,F,BTECH,82,19
29365,29366,Student29366,M,BTECH,5,65
29366,29367,Student29367,M,BBA,42,92
29367,29368,Student29368,M,MTECH,15,46
29368,29369,Student29369,F,MBA,80,63
29369,29370,Student29370,M,BTECH,6,77
29370,29371,Student29371,M,BBA,40,76
29371,29372,Student29372,F,MBA,41,22
29372,29373,Student29373,M,BTECH,59,9
29373,29374,Student29374,M,MTECH,80,36
29374,29375,Student29375,M,MBA,28,47
29375,29376,Student29376,F,BTECH,59,69
29376,29377,Student29377,M,MBA,10,35
29377,29378,Student29378,F,BTECH,73,85
29378,29379,Student29379,F,MTECH,10,17
29379,29380,Student29380,F,MTECH,81,62
29380,29381,Student29381,F,BTECH,45,72
29381,29382,Student29382,M,BBA,44,83
29382,29383,Student29383,M,MBA,45,87
29383,29384,Student29384,M,BBA,54,66
29384,29385,Student29385,M,MTECH,49,75
29385,29386,Student29386,M,MTECH,42,64
29386,29387,Student29387,F,MBA,57,52
29387,29388,Student29388,F,BTECH,66,57
29388,29389,Student29389,M,MBA,68,71
29389,29390,Student29390,M,BTECH,29,8
29390,29391,Student29391,M,MTECH,57,4
29391,29392,Student29392,F,MTECH,51,16
29392,29393,Student29393,M,MTECH,9,93
29393,29394,Student29394,F,MBA,87,88
29394,29395,Student29395,M,MBA,82,76
29395,29396,Student29396,F,BTECH,67,92
29396,29397,Student29397,F,MBA,43,14
29397,29398,Student29398,M,MTECH,40,39
29398,29399,Student29399,F,BTECH,59,77
29399,29400,Student29400,F,MTECH,66,29
29400,29401,Student29401,F,BBA,49,3
29401,29402,Student29402,F,BTECH,49,91
29402,29403,Student29403,F,BBA,13,96
29403,29404,Student29404,M,MTECH,52,3
29404,29405,Student29405,M,MTECH,57,39
29405,29406,Student29406,M,MTECH,25,13
29406,29407,Student29407,M,MTECH,42,95
29407,29408,Student29408,F,MBA,37,62
29408,29409,Student29409,M,BBA,16,54
29409,29410,Student29410,F,MBA,34,49
29410,29411,Student29411,F,MBA,39,5
29411,29412,Student29412,F,BTECH,54,14
29412,29413,Student29413,M,BTECH,29,19
29413,29414,Student29414,F,MBA,60,12
29414,29415,Student29415,M,MTECH,61,54
29415,29416,Student29416,M,MBA,95,13
29416,29417,Student29417,M,MBA,27,78
29417,29418,Student29418,F,BBA,42,66
29418,29419,Student29419,M,BTECH,99,5
29419,29420,Student29420,F,MBA,30,56
29420,29421,Student29421,M,BTECH,73,39
29421,29422,Student29422,M,MTECH,69,95
29422,29423,Student29423,M,MBA,7,24
29423,29424,Student29424,F,BBA,31,84
29424,29425,Student29425,M,MBA,0,66
29425,29426,Student29426,F,MTECH,77,4
29426,29427,Student29427,F,MBA,39,84
29427,29428,Student29428,F,MTECH,1,14
29428,29429,Student29429,M,BBA,69,96
29429,29430,Student29430,F,MTECH,5,52
29430,29431,Student29431,F,MBA,45,62
29431,29432,Student29432,M,BTECH,21,89
29432,29433,Student29433,F,MTECH,4,12
29433,29434,Student29434,F,MBA,8,89
29434,29435,Student29435,M,BBA,38,80
29435,29436,Student29436,F,MBA,38,58
29436,29437,Student29437,M,MTECH,92,26
29437,29438,Student29438,F,BBA,2,10
29438,29439,Student29439,F,MBA,27,71
29439,29440,Student29440,M,BBA,34,38
29440,29441,Student29441,M,MBA,91,98
